Question,ModRad,ConPro,SocCap,AuthLib,SecThe,TraPri,NatCos,DemAuto
Free access to the internet should be provided by the state as a public utility.,ModRad,ConPro,-4,AuthLib,SecThe,-2,NatCos,DemAuto
