url,status,error_message,title,perma_link
https://github.com/Fengsemul/notes/blob/main/filteries%26pol/1750-12-03-South-Carolina-Gazette-news/1750-12-03-South-Carolina-Gazette-news-links.txt,success,,notes/filteries&pol/1750-12-03-South-Carolina-Gazette-news/1750-12-03-South-Carolina-Gazette-news-links.txt at main · Fengsemul/notes · GitHub,https://perma.cc/QTN7-UTZ2
https://github.com/Fengsemul/notes/tree/main/filteries%26pol/1750-12-03-South-Carolina-Gazette-news,success,,notes/filteries&pol/1750-12-03-South-Carolina-Gazette-news at main · Fengsemul/notes · GitHub,https://perma.cc/3MCR-EW2P
https://github.com/Fengsemul/notes/tree/main/filteries%26pol,success,,notes/filteries&pol at main · Fengsemul/notes · GitHub,https://perma.cc/69JD-JTFN
https://github.com/Fengsemul/notes/blob/main/filteries%26pol/1750-12-03-South-Carolina-Gazette-news/1750-12-03-South-Carolina-Gazette-news.png,success,,notes/filteries&pol/1750-12-03-South-Carolina-Gazette-news/1750-12-03-South-Carolina-Gazette-news.png at main · Fengsemul/notes · GitHub,https://perma.cc/7LPT-AYDB
