url,status,error_message,title,perma_link
https://www.researchgate.net/publication/295674990_Pore-Scale_Modeling_of_Non-Newtonian_Shear-Thinning_Fluids_in_Blood_Oxygenator_Design,success,,Pore-Scale_Modeling_of_Non-Newtonian_Shear-Thinning_Fluids_in_Blood_Oxygenator_Design,https://perma.cc/H3C9-UCBJ
